-0.00008,0.00017,-0.00017,0.00017,0.00006,-0.00010,0.00007,-0.00005
-0.00015,0.00025,-0.00026,0.00031,0.00008,-0.00013,0.00010,-0.00010
-0.00026,0.00037,-0.00034,0.00046,0.00012,-0.00017,0.00012,-0.00015
-0.00038,0.00049,-0.00042,0.00062,0.00016,-0.00021,0.00015,-0.00020
-0.00052,0.00062,-0.00051,0.00078,0.00020,-0.00025,0.00018,-0.00025
-0.00067,0.00076,-0.00057,0.00091,0.00025,-0.00030,0.00019,-0.00030
-0.00079,0.00092,-0.00073,0.00108,0.00028,-0.00035,0.00025,-0.00035
-0.00093,0.00103,-0.00093,0.00116,0.00033,-0.00039,0.00031,-0.00038
-0.00110,0.00111,-0.00104,0.00133,0.00038,-0.00041,0.00034,-0.00044
-0.00126,0.00120,-0.00114,0.00150,0.00043,-0.00044,0.00038,-0.00049
-0.00143,0.00127,-0.00124,0.00166,0.00048,-0.00047,0.00041,-0.00055
-0.00157,0.00144,-0.00141,0.00183,0.00053,-0.00052,0.00046,-0.00061
-0.00175,0.00154,-0.00157,0.00196,0.00058,-0.00056,0.00051,-0.00065
-0.00187,0.00166,-0.00151,0.00211,0.00062,-0.00060,0.00049,-0.00070
-0.00204,0.00175,-0.00168,0.00219,0.00067,-0.00063,0.00054,-0.00073
-0.00221,0.00185,-0.00184,0.00228,0.00072,-0.00067,0.00059,-0.00076
-0.00233,0.00201,-0.00201,0.00245,0.00076,-0.00072,0.00064,-0.00082
-0.00240,0.00218,-0.00221,0.00262,0.00077,-0.00078,0.00070,-0.00088
-0.00248,0.00235,-0.00238,0.00276,0.00080,-0.00084,0.00075,-0.00093
-0.00258,0.00251,-0.00255,0.00293,0.00082,-0.00090,0.00080,-0.00099
-0.00271,0.00268,-0.00271,0.00308,0.00086,-0.00096,0.00085,-0.00104
-0.00283,0.00284,-0.00288,0.00322,0.00089,-0.00102,0.00090,-0.00110
-0.00294,0.00301,-0.00305,0.00339,0.00092,-0.00108,0.00095,-0.00116
-0.00304,0.00317,-0.00321,0.00356,0.00095,-0.00114,0.00099,-0.00122
-0.00301,0.00334,-0.00338,0.00367,0.00093,-0.00120,0.00104,-0.00126
-0.00304,0.00347,-0.00354,0.00378,0.00093,-0.00125,0.00109,-0.00131
-0.00296,0.00364,-0.00371,0.00394,0.00090,-0.00131,0.00113,-0.00137
-0.00303,0.00381,-0.00388,0.00402,0.00092,-0.00137,0.00118,-0.00140
-0.00311,0.00394,-0.00403,0.00413,0.00093,-0.00143,0.00122,-0.00145
-0.00322,0.00409,-0.00419,0.00426,0.00096,-0.00148,0.00126,-0.00150
-0.00329,0.00425,-0.00436,0.00436,0.00097,-0.00155,0.00131,-0.00154
-0.00335,0.00442,-0.00453,0.00447,0.00098,-0.00161,0.00135,-0.00159
-0.00342,0.00459,-0.00470,0.00462,0.00099,-0.00168,0.00139,-0.00165
-0.00350,0.00475,-0.00486,0.00474,0.00100,-0.00175,0.00143,-0.00170
-0.00353,0.00492,-0.00503,0.00473,0.00100,-0.00181,0.00147,-0.00171
-0.00362,0.00509,-0.00520,0.00487,0.00101,-0.00188,0.00151,-0.00177
-0.00363,0.00525,-0.00536,0.00501,0.00100,-0.00195,0.00155,-0.00183
-0.00333,0.00535,-0.00544,0.00490,0.00089,-0.00200,0.00156,-0.00181
-0.00335,0.00552,-0.00561,0.00500,0.00088,-0.00207,0.00160,-0.00186
-0.00343,0.00552,-0.00578,0.00511,0.00089,-0.00208,0.00164,-0.00191
-0.00354,0.00567,-0.00594,0.00527,0.00091,-0.00215,0.00168,-0.00198
-0.00351,0.00584,-0.00611,0.00535,0.00088,-0.00223,0.00171,-0.00203
-0.00365,0.00600,-0.00628,0.00552,0.00091,-0.00230,0.00175,-0.00210
-0.00365,0.00617,-0.00644,0.00563,0.00088,-0.00237,0.00178,-0.00216
-0.00360,0.00634,-0.00661,0.00575,0.00085,-0.00245,0.00181,-0.00222
-0.00353,0.00651,-0.00678,0.00588,0.00080,-0.00253,0.00184,-0.00228
-0.00358,0.00667,-0.00695,0.00600,0.00080,-0.00260,0.00187,-0.00235
-0.00369,0.00684,-0.00711,0.00613,0.00081,-0.00268,0.00190,-0.00241
-0.00372,0.00691,-0.00714,0.00618,0.00079,-0.00273,0.00189,-0.00245
-0.00375,0.00700,-0.00722,0.00627,0.00078,-0.00279,0.00189,-0.00251
-0.00377,0.00717,-0.00739,0.00641,0.00075,-0.00287,0.00192,-0.00258
-0.00383,0.00734,-0.00755,0.00652,0.00075,-0.00295,0.00194,-0.00265
-0.00383,0.00750,-0.00772,0.00663,0.00071,-0.00303,0.00197,-0.00271
-0.00399,0.00767,-0.00789,0.00680,0.00074,-0.00312,0.00199,-0.00280
-0.00403,0.00784,-0.00806,0.00682,0.00072,-0.00320,0.00201,-0.00284
-0.00409,0.00800,-0.00822,0.00699,0.00070,-0.00329,0.00203,-0.00292
-0.00412,0.00817,-0.00839,0.00705,0.00068,-0.00338,0.00205,-0.00298
-0.00415,0.00834,-0.00856,0.00709,0.00066,-0.00347,0.00207,-0.00302
-0.00415,0.00850,-0.00872,0.00707,0.00062,-0.00356,0.00209,-0.00305
-0.00429,0.00867,-0.00889,0.00714,0.00063,-0.00365,0.00211,-0.00311
-0.00435,0.00884,-0.00906,0.00723,0.00061,-0.00374,0.00213,-0.00318
-0.00444,0.00901,-0.00922,0.00740,0.00060,-0.00384,0.00214,-0.00328
-0.00448,0.00917,-0.00939,0.00743,0.00057,-0.00393,0.00215,-0.00333
-0.00450,0.00934,-0.00956,0.00747,0.00053,-0.00403,0.00217,-0.00338
-0.00448,0.00951,-0.00973,0.00747,0.00048,-0.00412,0.00218,-0.00342
-0.00457,0.00967,-0.00989,0.00758,0.00047,-0.00422,0.00219,-0.00351
-0.00474,0.00982,-0.01006,0.00774,0.00048,-0.00432,0.00220,-0.00360
-0.00488,0.00997,-0.01023,0.00789,0.00048,-0.00441,0.00220,-0.00370
-0.00501,0.01009,-0.01039,0.00805,0.00047,-0.00450,0.00221,-0.00380
-0.00503,0.01025,-0.01056,0.00809,0.00042,-0.00460,0.00221,-0.00386
-0.00506,0.01042,-0.01073,0.00814,0.00038,-0.00471,0.00222,-0.00393
-0.00506,0.01059,-0.01089,0.00817,0.00033,-0.00481,0.00222,-0.00399
-0.00511,0.01075,-0.01106,0.00824,0.00029,-0.00492,0.00222,-0.00407
-0.00515,0.01092,-0.01123,0.00831,0.00025,-0.00503,0.00222,-0.00415
-0.00520,0.01109,-0.01140,0.00837,0.00021,-0.00514,0.00222,-0.00422
-0.00524,0.01126,-0.01156,0.00843,0.00017,-0.00525,0.00222,-0.00430
-0.00530,0.01142,-0.01173,0.00852,0.00012,-0.00537,0.00221,-0.00439
-0.00531,0.01159,-0.01190,0.00863,0.00007,-0.00548,0.00220,-0.00449
-0.00531,0.01176,-0.01206,0.00872,0.00000,-0.00560,0.00220,-0.00458
-0.00536,0.01192,-0.01223,0.00880,-0.00004,-0.00572,0.00219,-0.00467
-0.00542,0.01209,-0.01240,0.00887,-0.00009,-0.00584,0.00218,-0.00476
-0.00548,0.01226,-0.01256,0.00895,-0.00014,-0.00596,0.00217,-0.00485
-0.00553,0.01242,-0.01273,0.00903,-0.00019,-0.00608,0.00215,-0.00494
-0.00558,0.01259,-0.01290,0.00912,-0.00024,-0.00621,0.00214,-0.00504
-0.00562,0.01276,-0.01307,0.00918,-0.00030,-0.00633,0.00212,-0.00513
-0.00565,0.01293,-0.01323,0.00923,-0.00037,-0.00646,0.00210,-0.00522
-0.00568,0.01309,-0.01340,0.00928,-0.00043,-0.00659,0.00208,-0.00531
-0.00571,0.01326,-0.01357,0.00934,-0.00050,-0.00672,0.00206,-0.00541
-0.00574,0.01343,-0.01373,0.00939,-0.00056,-0.00685,0.00204,-0.00550
-0.00577,0.01359,-0.01390,0.00949,-0.00063,-0.00698,0.00202,-0.00561
-0.00582,0.01377,-0.01405,0.00957,-0.00070,-0.00712,0.00198,-0.00572
-0.00590,0.01394,-0.01422,0.00969,-0.00075,-0.00726,0.00196,-0.00584
-0.00597,0.01410,-0.01438,0.00978,-0.00082,-0.00740,0.00193,-0.00596
-0.00601,0.01427,-0.01454,0.00984,-0.00089,-0.00754,0.00189,-0.00606
-0.00603,0.01444,-0.01471,0.00989,-0.00097,-0.00768,0.00186,-0.00617
-0.00608,0.01461,-0.01488,0.00996,-0.00104,-0.00782,0.00183,-0.00628
-0.00615,0.01472,-0.01503,0.01004,-0.00111,-0.00795,0.00179,-0.00640
-0.00619,0.01489,-0.01519,0.01009,-0.00119,-0.00810,0.00175,-0.00650
-0.00623,0.01505,-0.01536,0.01013,-0.00127,-0.00825,0.00171,-0.00661
-0.00623,0.01522,-0.01553,0.01017,-0.00137,-0.00840,0.00167,-0.00672
-0.00632,0.01539,-0.01569,0.01010,-0.00143,-0.00855,0.00163,-0.00679
-0.00642,0.01555,-0.01586,0.01003,-0.00150,-0.00870,0.00159,-0.00687
-0.00653,0.01572,-0.01603,0.00996,-0.00157,-0.00886,0.00154,-0.00695
-0.00664,0.01589,-0.01620,0.00988,-0.00164,-0.00902,0.00149,-0.00702
-0.00668,0.01605,-0.01636,0.00993,-0.00173,-0.00917,0.00144,-0.00714
-0.00671,0.01622,-0.01653,0.00998,-0.00182,-0.00934,0.00139,-0.00727
-0.00678,0.01639,-0.01670,0.01005,-0.00191,-0.00950,0.00134,-0.00740
-0.00685,0.01656,-0.01686,0.01013,-0.00199,-0.00966,0.00129,-0.00754
-0.00694,0.01672,-0.01703,0.01023,-0.00208,-0.00983,0.00123,-0.00768
-0.00700,0.01689,-0.01720,0.01030,-0.00217,-0.01000,0.00117,-0.00782
-0.00706,0.01706,-0.01736,0.01038,-0.00227,-0.01017,0.00112,-0.00796
-0.00711,0.01722,-0.01753,0.01044,-0.00237,-0.01034,0.00105,-0.00810
-0.00716,0.01739,-0.01770,0.01051,-0.00247,-0.01051,0.00099,-0.00824
-0.00721,0.01756,-0.01787,0.01057,-0.00258,-0.01069,0.00093,-0.00838
-0.00727,0.01772,-0.01803,0.01066,-0.00268,-0.01087,0.00086,-0.00853
-0.00732,0.01789,-0.01820,0.01069,-0.00279,-0.01105,0.00079,-0.00867
-0.00737,0.01806,-0.01837,0.01073,-0.00290,-0.01123,0.00072,-0.00881
-0.00741,0.01823,-0.01853,0.01078,-0.00301,-0.01141,0.00065,-0.00895
-0.00745,0.01839,-0.01870,0.01083,-0.00313,-0.01160,0.00058,-0.00910
-0.00749,0.01856,-0.01887,0.01088,-0.00325,-0.01178,0.00050,-0.00925
-0.00754,0.01873,-0.01903,0.01095,-0.00337,-0.01197,0.00042,-0.00940
-0.00754,0.01889,-0.01920,0.01097,-0.00350,-0.01216,0.00034,-0.00955
-0.00756,0.01906,-0.01937,0.01101,-0.00363,-0.01236,0.00026,-0.00970
-0.00761,0.01923,-0.01954,0.01106,-0.00376,-0.01255,0.00018,-0.00985
-0.00767,0.01939,-0.01970,0.01113,-0.00388,-0.01275,0.00009,-0.01002
-0.00774,0.01956,-0.01987,0.01120,-0.00400,-0.01295,0.00001,-0.01019
-0.00790,0.01973,-0.02004,0.01137,-0.00410,-0.01315,-0.00008,-0.01039
-0.00806,0.01990,-0.02020,0.01154,-0.00419,-0.01335,-0.00017,-0.01059
-0.00813,0.02006,-0.02037,0.01159,-0.00431,-0.01356,-0.00026,-0.01076
-0.00825,0.02023,-0.02054,0.01164,-0.00443,-0.01377,-0.00036,-0.01093
-0.00839,0.02040,-0.02070,0.01177,-0.00453,-0.01398,-0.00045,-0.01113
-0.00840,0.02056,-0.02087,0.01191,-0.00469,-0.01419,-0.00055,-0.01133
-0.00857,0.02073,-0.02104,0.01208,-0.00479,-0.01440,-0.00065,-0.01154
-0.00869,0.02090,-0.02121,0.01222,-0.00491,-0.01462,-0.00075,-0.01175
-0.00882,0.02106,-0.02137,0.01235,-0.00503,-0.01483,-0.00086,-0.01195
-0.00890,0.02123,-0.02154,0.01244,-0.00516,-0.01505,-0.00096,-0.01215
-0.00902,0.02140,-0.02171,0.01258,-0.00529,-0.01527,-0.00107,-0.01236
-0.00915,0.02157,-0.02187,0.01271,-0.00542,-0.01550,-0.00118,-0.01257
-0.00931,0.02173,-0.02204,0.01288,-0.00553,-0.01572,-0.00129,-0.01280
-0.00948,0.02190,-0.02221,0.01305,-0.00565,-0.01595,-0.00141,-0.01302
-0.00965,0.02207,-0.02237,0.01321,-0.00577,-0.01618,-0.00152,-0.01325
-0.00977,0.02223,-0.02254,0.01335,-0.00590,-0.01641,-0.00164,-0.01347
-0.00994,0.02240,-0.02271,0.01351,-0.00602,-0.01665,-0.00176,-0.01371
-0.01011,0.02257,-0.02288,0.01368,-0.00615,-0.01688,-0.00188,-0.01394
-0.01016,0.02273,-0.02304,0.01377,-0.00631,-0.01712,-0.00201,-0.01416
-0.01022,0.02290,-0.02321,0.01383,-0.00648,-0.01736,-0.00213,-0.01436
-0.01034,0.02307,-0.02338,0.01395,-0.00662,-0.01760,-0.00226,-0.01459
-0.01039,0.02324,-0.02354,0.01400,-0.00679,-0.01785,-0.00239,-0.01479
-0.01042,0.02340,-0.02371,0.01404,-0.00697,-0.01810,-0.00252,-0.01500
-0.01054,0.02357,-0.02388,0.01417,-0.00713,-0.01834,-0.00265,-0.01524
-0.01056,0.02374,-0.02404,0.01419,-0.00731,-0.01860,-0.00279,-0.01544
-0.01072,0.02390,-0.02421,0.01436,-0.00745,-0.01885,-0.00293,-0.01569
-0.01088,0.02407,-0.02438,0.01452,-0.00760,-0.01911,-0.00307,-0.01594
-0.01103,0.02424,-0.02455,0.01467,-0.00775,-0.01936,-0.00321,-0.01620
-0.01113,0.02440,-0.02471,0.01484,-0.00792,-0.01962,-0.00335,-0.01646
-0.01130,0.02457,-0.02488,0.01501,-0.00807,-0.01988,-0.00350,-0.01672
-0.01139,0.02474,-0.02505,0.01504,-0.00825,-0.02015,-0.00364,-0.01693
-0.01144,0.02491,-0.02521,0.01509,-0.00844,-0.02042,-0.00379,-0.01716
-0.01143,0.02506,-0.02526,0.01515,-0.00865,-0.02068,-0.00399,-0.01740
-0.01147,0.02521,-0.02532,0.01524,-0.00885,-0.02094,-0.00418,-0.01764
-0.01163,0.02537,-0.02549,0.01541,-0.00901,-0.02122,-0.00433,-0.01791
-0.01159,0.02554,-0.02566,0.01544,-0.00924,-0.02149,-0.00449,-0.01814
-0.01148,0.02571,-0.02582,0.01539,-0.00950,-0.02177,-0.00465,-0.01835
-0.01137,0.02587,-0.02599,0.01534,-0.00975,-0.02205,-0.00481,-0.01855
-0.01129,0.02604,-0.02616,0.01527,-0.01000,-0.02233,-0.00498,-0.01875
-0.01115,0.02621,-0.02632,0.01526,-0.01027,-0.02262,-0.00514,-0.01898
-0.01102,0.02637,-0.02649,0.01525,-0.01054,-0.02290,-0.00531,-0.01920
-0.01090,0.02654,-0.02666,0.01523,-0.01081,-0.02319,-0.00548,-0.01943
-0.01078,0.02671,-0.02683,0.01521,-0.01108,-0.02348,-0.00565,-0.01966
-0.01067,0.02688,-0.02699,0.01519,-0.01136,-0.02377,-0.00582,-0.01988
-0.01055,0.02704,-0.02716,0.01517,-0.01163,-0.02407,-0.00600,-0.02012
-0.01042,0.02721,-0.02733,0.01517,-0.01191,-0.02437,-0.00618,-0.02036
-0.01031,0.02738,-0.02749,0.01515,-0.01219,-0.02467,-0.00636,-0.02059
-0.01022,0.02754,-0.02766,0.01511,-0.01246,-0.02497,-0.00654,-0.02082
-0.01013,0.02771,-0.02783,0.01508,-0.01274,-0.02527,-0.00672,-0.02106
-0.01006,0.02788,-0.02799,0.01503,-0.01301,-0.02558,-0.00691,-0.02129
-0.00999,0.02804,-0.02816,0.01497,-0.01328,-0.02589,-0.00710,-0.02152
-0.00993,0.02821,-0.02833,0.01491,-0.01355,-0.02620,-0.00729,-0.02176
-0.00987,0.02838,-0.02850,0.01486,-0.01383,-0.02651,-0.00748,-0.02200
-0.00980,0.02855,-0.02866,0.01481,-0.01410,-0.02683,-0.00768,-0.02224
-0.00972,0.02871,-0.02883,0.01478,-0.01439,-0.02715,-0.00787,-0.02248
-0.00963,0.02888,-0.02900,0.01475,-0.01468,-0.02747,-0.00807,-0.02274
-0.00956,0.02905,-0.02916,0.01472,-0.01496,-0.02779,-0.00827,-0.02299
-0.00946,0.02921,-0.02933,0.01471,-0.01526,-0.02811,-0.00847,-0.02326
-0.00937,0.02938,-0.02950,0.01469,-0.01556,-0.02844,-0.00868,-0.02352
-0.00930,0.02955,-0.02966,0.01466,-0.01585,-0.02877,-0.00888,-0.02378
-0.00924,0.02971,-0.02983,0.01462,-0.01614,-0.02910,-0.00909,-0.02403
-0.00918,0.02988,-0.03000,0.01457,-0.01643,-0.02944,-0.00930,-0.02429
-0.00913,0.03005,-0.03017,0.01452,-0.01673,-0.02977,-0.00952,-0.02455
-0.00907,0.03022,-0.03033,0.01448,-0.01702,-0.03011,-0.00973,-0.02482
-0.00902,0.03038,-0.03050,0.01443,-0.01732,-0.03045,-0.00995,-0.02508
-0.00897,0.03055,-0.03067,0.01439,-0.01762,-0.03079,-0.01017,-0.02535
-0.00899,0.03069,-0.03077,0.01438,-0.01789,-0.03113,-0.01041,-0.02564
-0.00899,0.03083,-0.03087,0.01439,-0.01818,-0.03147,-0.01066,-0.02593
-0.00898,0.03097,-0.03096,0.01438,-0.01847,-0.03181,-0.01091,-0.02621
-0.00897,0.03109,-0.03103,0.01439,-0.01877,-0.03215,-0.01117,-0.02651
-0.00880,0.03115,-0.03111,0.01422,-0.01911,-0.03246,-0.01143,-0.02675
-0.00876,0.03131,-0.03127,0.01417,-0.01942,-0.03282,-0.01166,-0.02702
-0.00872,0.03147,-0.03144,0.01412,-0.01973,-0.03317,-0.01189,-0.02731
-0.00868,0.03163,-0.03161,0.01407,-0.02004,-0.03353,-0.01213,-0.02759
-0.00864,0.03180,-0.03177,0.01402,-0.02036,-0.03390,-0.01236,-0.02788
-0.00860,0.03196,-0.03194,0.01397,-0.02067,-0.03426,-0.01260,-0.02816
-0.00857,0.03212,-0.03211,0.01392,-0.02099,-0.03462,-0.01284,-0.02845
-0.00853,0.03227,-0.03228,0.01387,-0.02131,-0.03499,-0.01309,-0.02875
-0.00850,0.03242,-0.03244,0.01382,-0.02163,-0.03536,-0.01333,-0.02904
-0.00846,0.03257,-0.03260,0.01378,-0.02196,-0.03572,-0.01358,-0.02934
-0.00843,0.03271,-0.03276,0.01373,-0.02228,-0.03609,-0.01383,-0.02964
-0.00840,0.03285,-0.03292,0.01369,-0.02261,-0.03646,-0.01409,-0.02994
-0.00837,0.03298,-0.03307,0.01365,-0.02294,-0.03683,-0.01434,-0.03025
-0.00834,0.03311,-0.03321,0.01361,-0.02327,-0.03720,-0.01461,-0.03056
-0.00830,0.03327,-0.03338,0.01357,-0.02360,-0.03759,-0.01486,-0.03087
-0.00825,0.03344,-0.03355,0.01353,-0.02394,-0.03797,-0.01512,-0.03118
-0.00821,0.03361,-0.03371,0.01350,-0.02428,-0.03837,-0.01538,-0.03150
-0.00816,0.03377,-0.03388,0.01347,-0.02463,-0.03876,-0.01564,-0.03182
-0.00812,0.03394,-0.03405,0.01344,-0.02497,-0.03915,-0.01591,-0.03214
-0.00807,0.03411,-0.03421,0.01340,-0.02532,-0.03955,-0.01617,-0.03246
-0.00803,0.03427,-0.03438,0.01337,-0.02567,-0.03995,-0.01644,-0.03279
-0.00799,0.03444,-0.03455,0.01334,-0.02602,-0.04035,-0.01671,-0.03312
-0.00795,0.03461,-0.03471,0.01331,-0.02638,-0.04075,-0.01698,-0.03345
-0.00790,0.03478,-0.03488,0.01328,-0.02673,-0.04116,-0.01726,-0.03378
-0.00786,0.03494,-0.03505,0.01325,-0.02709,-0.04157,-0.01753,-0.03412
-0.00782,0.03511,-0.03522,0.01322,-0.02745,-0.04198,-0.01781,-0.03445
-0.00778,0.03528,-0.03538,0.01319,-0.02781,-0.04239,-0.01809,-0.03479
-0.00774,0.03544,-0.03555,0.01316,-0.02818,-0.04281,-0.01837,-0.03513
-0.00770,0.03561,-0.03572,0.01313,-0.02854,-0.04322,-0.01865,-0.03548
-0.00767,0.03578,-0.03588,0.01309,-0.02891,-0.04364,-0.01894,-0.03582
-0.00764,0.03594,-0.03605,0.01305,-0.02927,-0.04406,-0.01922,-0.03616
-0.00761,0.03611,-0.03622,0.01301,-0.02964,-0.04449,-0.01951,-0.03651
-0.00758,0.03628,-0.03638,0.01297,-0.03001,-0.04491,-0.01980,-0.03686
-0.00755,0.03645,-0.03655,0.01294,-0.03038,-0.04534,-0.02010,-0.03721
-0.00753,0.03661,-0.03672,0.01290,-0.03076,-0.04577,-0.02039,-0.03756
-0.00749,0.03678,-0.03689,0.01287,-0.03113,-0.04621,-0.02069,-0.03792
-0.00745,0.03695,-0.03705,0.01284,-0.03152,-0.04664,-0.02098,-0.03828
-0.00742,0.03711,-0.03722,0.01281,-0.03190,-0.04708,-0.02128,-0.03864
-0.00738,0.03728,-0.03739,0.01278,-0.03228,-0.04752,-0.02159,-0.03901
-0.00734,0.03745,-0.03755,0.01276,-0.03267,-0.04796,-0.02189,-0.03937
-0.00731,0.03761,-0.03772,0.01273,-0.03306,-0.04840,-0.02219,-0.03974
-0.00727,0.03778,-0.03789,0.01271,-0.03345,-0.04885,-0.02250,-0.04011
-0.00723,0.03795,-0.03805,0.01268,-0.03384,-0.04930,-0.02281,-0.04049
-0.00719,0.03812,-0.03822,0.01266,-0.03424,-0.04975,-0.02312,-0.04086
-0.00715,0.03828,-0.03839,0.01264,-0.03464,-0.05020,-0.02343,-0.04124
-0.00711,0.03845,-0.03856,0.01261,-0.03504,-0.05065,-0.02375,-0.04162
-0.00708,0.03862,-0.03872,0.01259,-0.03544,-0.05111,-0.02406,-0.04200
-0.00704,0.03878,-0.03889,0.01257,-0.03584,-0.05157,-0.02438,-0.04239
-0.00700,0.03895,-0.03906,0.01255,-0.03625,-0.05203,-0.02470,-0.04277
-0.00697,0.03912,-0.03922,0.01252,-0.03665,-0.05249,-0.02502,-0.04316
-0.00693,0.03928,-0.03939,0.01250,-0.03706,-0.05296,-0.02534,-0.04355
-0.00690,0.03945,-0.03956,0.01247,-0.03747,-0.05342,-0.02566,-0.04394
-0.00687,0.03962,-0.03972,0.01245,-0.03788,-0.05389,-0.02599,-0.04433
-0.00683,0.03979,-0.03989,0.01242,-0.03830,-0.05436,-0.02632,-0.04473
-0.00680,0.03995,-0.04006,0.01239,-0.03871,-0.05484,-0.02665,-0.04512
